Ord,Blk,Plot,Clone,Col,Row,Tree No,1DBH15,2DBH15,3DBH15,1DBH14,2DBH14,3DBH14,1HT14,2HT14,3HT14,1DBH13,2DBH13,3DBH13,1HT13,2HT13,3HT13,1DBH12,2DBH12,3DBH12,1HT12,Ckr12,DB12,1HT11,Stms13,Stms12,Status13,Status12,Notes
383,2,24,99038003,6,4,15,3.4,,,3.0,,,,,,2.5,,,,,,1.6,,,17.0,1.0,0.0,10.1,1,1,1,1,
384,2,24,99038003,6,3,16,1.7,,,0.8,,,,,,0.8,,,,,,0.7,,,11.5,0.0,0.0,5.1,1,1,1,1,
385,2,25,99037049,3,3,1,2.5,,,2.0,,,,,,1.4,,,,,,0.8,,,11.0,0.0,0.0,7.5,1,1,1,1,
386,2,25,99037049,3,4,2,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
387,2,25,99037049,3,5,3,2.3,,,1.8,,,,,,1.2,,,,,,0.6,,,10.0,0.0,0.0,5.3,1,1,1,1,
388,2,25,99037049,3,6,4,2.4,,,2.1,,,,,,1.4,,,,,,0.8,,,12.0,0.0,0.0,7.0,1,1,1,1,
389,2,25,99037049,4,6,5,1.4,,,1.0,,,18.0,,,0.7,0.3,,12.0,,,0.3,0.1,,8.0,0.0,0.0,4.3,2,2,1,1,
390,2,25,99037049,4,5,6,2.2,,,1.7,,,17.0,,,1.1,,,13.0,,,0.5,,,9.0,0.0,0.0,4.8,1,1,1,1,
391,2,25,99037049,4,4,7,0.9,,,0.6,,,10.0,,,0.6,,,10.0,,,0.5,,,8.0,0.0,0.0,6.2,1,1,1,1,
392,2,25,99037049,4,3,8,0.7,0.7,,0.5,0.2,,15.0,13.0,,0.4,0.2,0.1,10.0,,,0.2,0.1,0.1,6.5,0.0,0.0,4.1,3,3,1,1,
393,2,25,99037049,5,3,9,2.4,,,1.9,,,22.0,,,1.3,,,17.0,,,0.8,,,12.0,0.0,0.0,6.7,1,1,1,1,
394,2,25,99037049,5,4,10,2.0,,,1.7,,,19.0,,,1.2,,,15.0,,,0.7,,,11.0,0.0,0.0,7.3,1,1,1,1,
395,2,25,99037049,5,5,11,,,,,,,,,,,,,,,,0.1,,,5.0,0.0,0.0,2.8,0,1,0,1,
396,2,25,99037049,5,6,12,1.7,,,1.3,,,17.0,,,1.0,,,12.0,,,0.6,,,9.0,0.0,0.0,5.7,1,1,1,1,
397,2,25,99037049,6,6,13,2.0,,,1.6,,,,,,1.1,,,,,,0.7,,,10.5,0.0,0.0,5.9,1,1,1,1,
398,2,25,99037049,6,5,14,2.1,,,1.6,,,,,,1.2,,,,,,0.7,,,11.5,0.0,0.0,6.2,1,1,1,1,
399,2,25,99037049,6,4,15,2.6,,,2.3,,,,,,1.5,,,,,,0.9,,,13.0,0.0,0.0,6.5,1,1,1,1,
400,2,25,99037049,6,3,16,2.3,,,1.9,,,,,,1.4,,,,,,0.8,,,12.0,0.0,0.0,7.4,1,1,1,1,
401,2,26,DN177,3,3,1,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
402,2,26,DN177,3,4,2,3.5,,,2.6,,,,,,1.7,,,,,,0.9,,,12.5,0.0,0.0,7.7,1,1,1,1,
403,2,26,DN177,3,5,3,3.7,,,2.9,,,,,,2.1,,,,,,1.2,,,15.0,0.0,0.0,9.5,1,1,1,1,
404,2,26,DN177,3,6,4,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
405,2,26,DN177,4,6,5,3.6,,,3.0,,,28.0,,,2.0,,,20.0,,,1.2,,,15.0,1.0,0.0,9.4,1,1,1,1,
406,2,26,DN177,4,5,6,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
407,2,26,DN177,4,4,7,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
408,2,26,DN177,4,3,8,2.9,,,2.1,,,25.0,,,1.4,,,18.0,,,0.5,,,10.5,0.0,0.0,8.3,1,1,1,1,
409,2,26,DN177,5,3,9,1.8,,,1.7,,,21.0,,,1.1,0.4,0.4,15.0,12.0,12.0,0.4,0.3,0.2,9.5,0.0,0.0,5.7,3,3,1,1,
410,2,26,DN177,5,4,10,3.7,,,3.2,,,27.0,,,2.1,,,21.0,,,1.2,,,14.5,1.0,0.0,9.5,1,1,1,1,
411,2,26,DN177,5,5,11,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
412,2,26,DN177,5,6,12,3.5,,,2.8,,,26.0,,,1.9,,,20.0,,,1.2,,,14.5,0.0,0.0,8.2,1,1,1,1,
413,2,26,DN177,6,6,13,3.3,,,2.8,,,,,,1.8,,,,,,1.0,,,13.0,0.0,0.0,8.3,1,1,1,1,
414,2,26,DN177,6,5,14,3.4,,,2.7,,,,,,2.0,,,,,,1.1,,,15.0,0.0,0.0,8.4,1,1,1,1,
415,2,26,DN177,6,4,15,3.6,,,3.1,,,,,,2.2,,,,,,1.3,,,15.5,0.0,0.0,9.4,1,1,1,1,
416,2,26,DN177,6,3,16,2.8,1.1,,2.1,1.1,,,,,1.4,0.9,,,,,0.7,,,10.5,0.0,0.0,6.3,2,1,1,1,
417,2,27,99007116,3,3,1,3.6,,,2.8,,,,,,2.2,,,,,,1.3,,,15.5,0.0,0.0,8.6,1,1,1,1,
418,2,27,99007116,3,4,2,,,,,,,,,,,,,,,,,,,2.5,0.0,0.0,,0,0,0,1,NA too short for DBH
419,2,27,99007116,3,5,3,,,,0.8,,,,,,0.8,,,,,,0.4,,,9.5,0.0,0.0,4.1,1,1,1,1,
420,2,27,99007116,3,6,4,4.9,,,3.6,,,,,,2.7,,,,,,1.8,,,17.0,0.0,0.0,10.0,1,1,1,1,
421,2,27,99007116,4,6,5,,,,0.8,,,11.0,,,0.8,,,11.0,,,0.6,,,11.0,0.0,0.0,5.1,1,1,1,1,
422,2,27,99007116,4,5,6,4.3,,,3.5,,,30.0,,,2.6,,,21.0,,,1.4,,,16.5,0.0,0.0,8.0,1,1,1,1,
423,2,27,99007116,4,4,7,3.0,,,2.4,,,28.0,,,1.9,,,19.0,,,1.2,,,15.0,0.0,0.0,6.6,1,1,1,1,
424,2,27,99007116,4,3,8,3.8,,,3.2,,,28.0,,,2.4,,,21.0,,,1.4,,,15.0,0.0,0.0,8.7,1,1,1,1,
425,2,27,99007116,5,3,9,4.2,,,3.5,,,27.0,,,2.6,,,21.0,,,1.5,,,16.5,0.0,0.0,9.5,1,1,1,1,
426,2,27,99007116,5,4,10,2.7,,,2.5,,,24.0,,,1.8,,,18.0,,,1.0,,,12.0,0.0,0.0,6.5,1,1,1,1,
427,2,27,99007116,5,5,11,2.8,,,2.4,,,23.0,,,2.0,,,19.0,,,1.0,,,13.5,0.0,0.0,6.4,1,1,1,1,
428,2,27,99007116,5,6,12,2.9,,,2.4,,,25.0,,,1.8,,,19.0,,,1.1,,,14.0,0.0,0.0,7.1,1,1,1,1,
429,2,27,99007116,6,6,13,3.2,,,2.7,,,,,,2.0,,,,,,1.1,,,15.0,1.0,0.0,8.9,1,1,1,1,
430,2,27,99007116,6,5,14,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,8.7,0,0,0,1,"NA  broken, too short for DBH"
431,2,27,99007116,6,4,15,2.9,,,2.3,,,,,,1.3,,,,,,1.0,,,13.0,0.0,0.0,6.9,1,1,1,1,
432,2,27,99007116,6,3,16,3.4,,,2.8,,,,,,2.0,,,,,,1.1,,,14.5,1.0,0.0,7.7,1,1,1,1,
433,3,28,DN164,3,3,1,3.3,,,2.9,,,,,,2.0,,,,,,1.0,,,13.5,0.0,0.0,8.2,1,1,1,1,
434,3,28,DN164,3,4,2,3.4,,,3.0,,,,,,2.0,,,,,,1.2,,,14.0,0.0,0.0,7.6,1,1,1,1,
435,3,28,DN164,3,5,3,2.5,,,2.3,,,,,,1.5,,,,,,0.8,,,11.0,0.0,0.0,5.8,1,1,1,1,
436,3,28,DN164,3,6,4,3.1,,,2.6,,,,,,1.8,,,,,,1.0,,,13.0,0.0,0.0,7.5,1,1,1,1,
437,3,28,DN164,4,6,5,4.4,,,4.0,,,30.0,,,2.8,,,21.0,,,1.5,,,15.0,0.0,0.0,9.6,1,1,1,1,
438,3,28,DN164,4,5,6,4.3,,,3.6,,,32.0,,,2.5,,,21.0,,,1.3,,,16.0,0.0,0.0,8.7,1,1,1,1,
439,3,28,DN164,4,4,7,4.4,,,3.2,,,30.0,,,2.8,,,21.0,,,1.2,,,14.0,0.0,0.0,8.9,1,1,1,1,
440,3,28,DN164,4,3,8,2.5,,,2.2,,,25.0,,,1.5,,,17.0,,,0.8,,,11.5,0.0,0.0,6.7,1,1,1,1,
441,3,28,DN164,5,3,9,3.9,,,3.1,,,24.0,,,2.0,,,18.0,,,1.0,,,13.0,0.0,0.0,7.4,1,1,1,1,
442,3,28,DN164,5,4,10,2.0,,,1.7,,,22.0,,,1.0,0.4,,15.0,10.0,,0.4,0.2,,8.5,0.0,1.0,5.7,2,2,1,1,stem dieback
443,3,28,DN164,5,5,11,3.4,,,3.0,,,24.0,,,1.9,,,21.0,,,1.2,,,14.5,0.0,0.0,7.5,1,1,1,1,
444,3,28,DN164,5,6,12,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
445,3,28,DN164,6,6,13,4.4,,,3.6,,,,,,2.5,,,,,,1.4,,,15.0,0.0,0.0,8.1,1,1,1,1,
446,3,28,DN164,6,5,14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
447,3,28,DN164,6,4,15,3.5,,,3.0,,,,,,1.9,,,,,,0.9,,,13.0,0.0,0.0,7.5,1,1,1,1,
448,3,28,DN164,6,3,16,3.0,,,2.7,,,,,,1.8,,,,,,1.0,,,12.0,0.0,0.0,6.5,1,1,1,1,
449,3,29,99007116,3,3,1,1.9,,,1.5,,,,,,1.1,,,,,,0.6,,,10.5,0.0,0.0,7.9,1,1,1,1,
450,3,29,99007116,3,4,2,1.3,,,1.0,,,,,,0.9,,,,,,0.9,,,12.0,1.0,0.0,6.1,1,1,1,1,
451,3,29,99007116,3,5,3,3.6,,,2.9,,,,,,2.3,,,,,,1.2,,,15.0,0.0,0.0,8.1,1,1,1,1,
452,3,29,99007116,3,6,4,3.4,,,2.6,,,,,,2.1,,,,,,1.2,,,15.0,0.0,0.0,8.4,1,1,1,1,
453,3,29,99007116,4,6,5,4.5,,,3.9,,,29.0,,,2.9,,,21.0,,,1.8,,,17.0,1.0,0.0,10.3,1,1,1,1,
454,3,29,99007116,4,5,6,4.1,,,3.4,,,27.0,,,2.3,,,20.0,,,1.5,,,15.5,1.0,0.0,8.3,1,1,1,1,
455,3,29,99007116,4,4,7,0.9,,,0.9,,,16.0,,,0.8,0.6,,11.0,10.0,,0.5,0.4,,10.0,0.0,0.0,5.0,2,2,1,1,
456,3,29,99007116,4,3,8,3.1,,,2.5,,,25.0,,,1.7,,,18.0,,,0.9,,,13.0,0.0,0.0,7.2,1,1,1,1,
457,3,29,99007116,5,3,9,3.6,,,2.5,,,25.0,,,2.3,,,20.0,,,1.3,,,15.0,0.0,0.0,8.1,1,1,1,1,
458,3,29,99007116,5,4,10,3.2,,,2.5,,,24.0,,,1.9,,,20.0,,,1.0,,,14.0,0.0,0.0,7.2,1,1,1,1,
459,3,29,99007116,5,5,11,3.5,,,2.9,,,25.0,,,2.3,,,20.0,,,1.2,,,15.0,0.0,0.0,8.3,1,1,1,1,
460,3,29,99007116,5,6,12,2.2,,,1.9,,,21.0,,,1.5,,,17.5,,,0.9,,,11.0,0.0,0.0,9.0,1,1,1,1,
461,3,29,99007116,6,6,13,3.5,,,2.9,,,,,,2.7,,,,,,1.2,,,14.5,0.0,0.0,7.5,1,1,1,1,
462,3,29,99007116,6,5,14,3.1,,,2.5,,,,,,1.8,,,,,,1.0,,,13.5,0.0,0.0,7.9,1,1,1,1,
463,3,29,99007116,6,4,15,2.3,,,2.0,,,,,,1.6,,,,,,1.1,,,13.5,0.0,0.0,7.4,1,1,1,1,
464,3,29,99007116,6,3,16,1.9,,,1.9,,,,,,1.6,,,,,,1.0,,,13.0,0.0,0.0,6.9,1,1,1,1,
465,3,30,9732-31,3,3,1,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
466,3,30,9732-31,3,4,2,4.9,,,3.8,,,,,,2.7,,,,,,1.5,,,16.0,0.0,0.0,7.6,1,1,1,1,
467,3,30,9732-31,3,5,3,4.1,,,3.5,,,,,,2.6,,,,,,1.5,,,13.0,0.0,0.0,7.7,1,1,1,1,
468,3,30,9732-31,3,6,4,3.9,,,3.2,,,,,,2.5,,,,,,1.4,,,15.0,0.0,0.0,8.2,1,1,1,1,
469,3,30,9732-31,4,6,5,3.4,,,3.1,,,30.0,,,2.2,,,21.0,,,1.7,,,16.0,0.0,0.0,8.6,1,1,1,1,
470,3,30,9732-31,4,5,6,4.5,,,3.5,,,30.0,,,2.6,,,22.0,,,1.6,,,16.0,0.0,0.0,8.7,1,1,1,1,
471,3,30,9732-31,4,4,7,2.3,,,1.8,,,26.0,,,1.3,,,17.0,,,0.6,,,10.5,2.0,0.0,7.3,1,1,1,1,
472,3,30,9732-31,4,3,8,3.3,,,2.2,,,26.0,,,1.7,,,19.0,,,0.9,,,12.0,1.0,0.0,4.8,1,1,1,1,
473,3,30,9732-31,5,3,9,2.1,,,1.8,,,23.0,,,1.4,,,16.0,,,0.7,,,11.5,0.0,0.0,4.5,1,1,1,1,
474,3,30,9732-31,5,4,10,3.3,,,2.8,,,25.0,,,2.0,,,19.0,,,1.1,,,12.5,0.0,0.0,7.2,1,1,1,1,
475,3,30,9732-31,5,5,11,3.1,,,2.6,,,26.0,,,1.9,,,19.0,,,1.1,,,13.5,1.0,0.0,7.8,1,1,1,1,
476,3,30,9732-31,5,6,12,2.8,,,2.7,,,25.0,,,1.8,,,19.0,,,1.0,,,12.5,0.0,0.0,6.9,1,1,1,1,
477,3,30,9732-31,6,6,13,3.1,1.7,,2.8,1.5,,,,,1.6,1.3,,,,,0.8,,,12.0,1.0,0.0,7.1,2,1,1,1,
478,3,30,9732-31,6,5,14,3.5,,,3.1,,,,,,2.7,,,,,,1.3,,,14.0,1.0,0.0,8.0,1,1,1,1,
479,3,30,9732-31,6,4,15,4.0,,,3.4,,,,,,2.2,,,,,,1.2,,,14.5,1.0,0.0,7.6,1,1,1,1,
480,3,30,9732-31,6,3,16,4.2,,,3.3,,,,,,2.3,,,,,,1.2,1.2,,15.0,0.0,0.0,8.4,1,2,1,1,
481,3,31,DN177,3,3,1,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
482,3,31,DN177,3,4,2,2.8,,,2.2,,,,,,1.5,,,,,,0.9,,,13.0,0.0,1.0,7.2,1,1,1,1,dieback
483,3,31,DN177,3,5,3,3.1,,,2.5,,,,,,1.8,,,,,,1.3,,,15.0,2.0,1.0,10.2,1,1,1,1,dieback
484,3,31,DN177,3,6,4,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
485,3,31,DN177,4,6,5,2.8,,,2.2,,,23.0,,,1.5,,,16.0,,,1.0,,,13.0,0.0,0.0,7.5,1,1,1,1,
486,3,31,DN177,4,5,6,2.1,,,1.7,,,19.0,,,1.7,,,15.0,,,0.8,,,11.5,2.0,0.0,7.8,1,1,1,1,
487,3,31,DN177,4,4,7,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
488,3,31,DN177,4,3,8,1.5,,,0.9,,,16.0,,,0.7,,,12.0,,,0.3,,,8.0,0.0,1.0,3.9,1,1,1,1,dieback
489,3,31,DN177,5,3,9,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
490,3,31,DN177,5,4,10,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
491,3,31,DN177,5,5,11,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
492,3,31,DN177,5,6,12,2.7,,,1.9,,,20.0,,,1.2,,,15.0,,,0.8,,,11.0,0.0,0.0,6.5,1,1,1,1,
493,3,31,DN177,6,6,13,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
494,3,31,DN177,6,5,14,3.2,,,2.4,,,,,,1.5,,,,,,1.0,,,13.5,0.0,0.0,7.8,1,1,1,1,
495,3,31,DN177,6,4,15,,,,,,,,,,,,,,,,0.2,,,7.0,0.0,0.0,6.5,0,1,0,1,dying 2012
496,3,31,DN177,6,3,16,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
497,3,32,DN170 ,3,3,1,3.7,,,3.1,,,,,,2.3,,,,,,1.2,,,13.5,0.0,0.0,7.2,1,1,1,1,
498,3,32,DN170 ,3,4,2,3.6,,,2.8,,,,,,2.2,,,,,,1.1,,,13.5,0.0,0.0,7.4,1,1,1,1,
499,3,32,DN170 ,3,5,3,3.9,,,3.3,,,,,,2.4,,,,,,1.2,,,15.0,0.0,0.0,8.7,1,1,1,1,
500,3,32,DN170 ,3,6,4,3.1,2.0,,2.5,1.7,0.7,,,,1.7,1.3,0.7,,,,0.7,0.4,0.5,11.5,0.0,1.0,5.0,3,3,1,1,stem dieback
501,3,32,DN170 ,4,6,5,4.1,,,3.2,,,29.0,,,2.3,,,19.0,,,1.2,,,14.5,0.0,0.0,6.7,1,1,1,1,
502,3,32,DN170 ,4,5,6,3.9,,,3.4,,,30.0,,,2.4,,,22.0,,,1.2,,,14.0,0.0,0.0,7.5,1,1,1,1,
503,3,32,DN170 ,4,4,7,4.2,,,3.7,,,30.0,,,2.6,,,22.0,,,1.5,,,16.0,0.0,0.0,9.1,1,1,1,1,
504,3,32,DN170 ,4,3,8,3.9,,,3.5,,,27.0,,,2.5,,,21.0,,,1.4,,,15.0,0.0,0.0,8.5,1,1,1,1,
505,3,32,DN170 ,5,3,9,3.5,,,3.0,,,25.0,,,2.1,,,21.0,,,1.2,,,14.0,0.0,0.0,8.0,1,1,1,1,
506,3,32,DN170 ,5,4,10,3.5,,,3.0,,,26.0,,,2.3,,,21.0,,,1.2,,,14.0,0.0,0.0,8.4,1,1,1,1,
507,3,32,DN170 ,5,5,11,3.9,,,3.5,,,26.0,,,2.2,,,21.0,,,1.1,,,13.5,0.0,0.0,6.9,1,1,1,1,
508,3,32,DN170 ,5,6,12,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
509,3,32,DN170 ,6,6,13,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
510,3,32,DN170 ,6,5,14,3.2,,,3.0,,,,,,1.7,0.8,,,,,0.8,0.4,,12.5,0.0,0.0,5.3,2,2,1,1,
511,3,32,DN170 ,6,4,15,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
512,3,32,DN170 ,6,3,16,4.0,,,3.5,,,,,,2.2,,,,,,1.3,,,14.5,0.0,0.0,7.8,1,1,1,1,
513,3,33,83XAA04,3,3,1,2.1,1.7,,1.3,1.0,0.9,,,,1.1,,,,,,0.7,,,10.0,0.0,0.0,3.0,1,1,1,1,
514,3,33,83XAA04,3,4,2,2.8,,,1.9,,,,,,1.1,,,,,,0.3,,,7.0,0.0,0.0,2.5,1,1,1,1,
515,3,33,83XAA04,3,5,3,3.0,1.5,,2.2,1.3,,,,,0.8,1.3,,,,,0.5,0.5,,9.0,0.0,0.0,3.4,2,2,1,1,
516,3,33,83XAA04,3,6,4,3.1,,,2.3,,,,,,2.0,,,,,,0.8,,,9.5,0.0,0.0,4.5,1,1,1,1,
517,3,33,83XAA04,4,6,5,2.9,,,2.0,,,21.0,,,1.2,,,12.0,,,0.2,,,6.5,0.0,0.0,2.9,1,1,1,1,
518,3,33,83XAA04,4,5,6,4.1,1.7,,2.9,1.4,,25.0,17.0,,1.2,1.0,,16.0,15.0,,0.6,0.5,,9.0,0.0,0.0,4.5,2,2,1,1,
519,3,33,83XAA04,4,4,7,2.6,2.5,,1.9,2.0,,24.0,24.0,,1.2,1.1,,15.0,14.0,,0.3,0.3,,8.0,0.0,0.0,2.6,2,2,1,1,
520,3,33,83XAA04,4,3,8,1.9,1.7,1.6,1.4,1.1,1.4,18.0,28.0,17.0,0.7,0.7,0.6,11.0,10.0,9.0,0.1,0.1,0.1,5.5,0.0,0.0,1.8,3,3,1,1,
521,3,33,83XAA04,5,3,9,2.5,,,1.9,,,18.0,,,0.9,,,12.0,,,0.1,,,5.5,0.0,0.0,1.9,1,1,1,1,
522,3,33,83XAA04,5,4,10,3.6,2.5,,1.9,2.8,,20.0,18.0,,1.9,1.8,0.8,15.0,14.0,11.0,0.6,0.2,0.1,9.0,0.0,0.0,4.4,3,3,1,1,
523,3,33,83XAA04,5,5,11,,,,0.7,,,13.0,,,0.5,,,10.0,,,0.2,,,6.5,0.0,0.0,2.7,1,1,1,1,
524,3,33,83XAA04,5,6,12,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
525,3,33,83XAA04,6,6,13,1.0,1.0,,0.7,,,,,,0.7,,,,,,0.1,,,5.0,0.0,0.0,1.4,1,1,1,1,
526,3,33,83XAA04,6,5,14,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,0,0,0,
527,3,33,83XAA04,6,4,15,3.5,,,2.6,,,,,,1.5,,,,,,0.5,,,8.5,0.0,0.0,3.4,1,1,1,1,
528,3,33,83XAA04,6,3,16,5.7,,,4.7,,,,,,3.1,,,,,,1.4,,,13.0,0.0,0.0,6.1,1,1,1,1,
529,3,34,9732-19,3,3,1,2.9,,,2.7,,,,,,1.8,,,,,,1.2,,,13.0,0.0,0.0,8.1,1,1,1,1,
530,3,34,9732-19,3,4,2,3.4,,,2.9,,,,,,2.4,,,,,,1.3,,,15.0,0.0,0.0,9.5,1,1,1,1,
531,3,34,9732-19,3,5,3,2.9,,,2.7,,,,,,1.9,,,,,,1.2,,,14.0,0.0,0.0,8.6,1,1,1,1,
532,3,34,9732-19,3,6,4,2.7,,,2.4,,,,,,1.9,,,,,,1.1,,,14.0,0.0,0.0,8.9,1,1,1,1,
533,3,34,9732-19,4,6,5,3.3,,,2.8,,,28.0,,,1.9,,,20.0,,,1.3,,,15.0,0.0,0.0,8.7,1,1,1,1,
534,3,34,9732-19,4,5,6,3.0,,,2.4,,,26.0,,,2.1,,,19.0,,,1.3,,,14.5,0.0,0.0,9.6,1,1,1,1,
535,3,34,9732-19,4,4,7,3.3,,,2.9,,,27.0,,,2.1,,,20.0,,,1.4,,,15.5,0.0,0.0,10.1,1,1,1,1,
536,3,34,9732-19,4,3,8,3.4,,,2.8,,,28.0,,,1.9,,,21.0,,,1.2,,,15.5,0.0,0.0,8.4,1,1,1,1,
537,3,34,9732-19,5,3,9,3.5,,,3.1,,,27.0,,,2.2,,,21.0,,,1.2,,,15.0,0.0,0.0,8.8,1,1,1,1,
538,3,34,9732-19,5,4,10,3.7,,,2.9,,,26.0,,,2.3,,,20.0,,,1.4,,,16.0,0.0,0.0,9.8,1,1,1,1,
539,3,34,9732-19,5,5,11,3.8,,,3.0,,,26.0,,,2.3,,,20.0,,,1.3,,,15.5,0.0,0.0,9.4,1,1,1,1,
540,3,34,9732-19,5,6,12,2.5,2.4,,2.2,2.3,,25.0,24.0,,1.5,1.6,,18.0,18.0,,0.9,0.9,,13.5,0.0,0.0,7.3,2,2,1,1,
541,3,34,9732-19,6,6,13,3.8,,,3.3,,,,,,2.3,,,,,,0.4,,,16.5,0.0,0.0,9.8,1,1,1,1,
542,3,34,9732-19,6,5,14,4.1,,,2.9,,,,,,2.3,,,,,,1.4,,,16.0,0.0,0.0,10.0,1,1,1,1,
543,3,34,9732-19,6,4,15,4.3,,,3.9,,,,,,2.3,,,,,,1.6,,,16.5,0.0,0.0,10.4,1,1,1,1,
544,3,34,9732-19,6,3,16,3.9,,,2.9,,,,,,2.3,,,,,,1.4,,,16.0,0.0,0.0,9.6,1,1,1,1,
